verdict,group,path,bytes,class,purpose,sha256,evidence,referencers,git,backup,risk,approved,status
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/0/43/HYQWORMY4JDQ5X3OKZXFLC.uasset,2448,WorldDataLayers,蓝图 / 数据 / 其他资源,4ee19a411c93433575bbc5f242543689e32d55dbbe6570e88b7a3bf2111052b3,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/0/FG/C9C8NKPQ680JETAE5ROTT1.uasset,4137,StaticMeshActor,蓝图 / 数据 / 其他资源,26a9c4b8b0135ab39dd2c7232bc6fd5222153c1a6ae1b1b3a59064308ecbf949,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/1/AZ/A7GPT109Y6ZTTJD4A7TXER.uasset,10766,PostProcessVolume,蓝图 / 数据 / 其他资源,7eea6251337f80ee118b398dd3f4510b44b51192c0f0df72fd066441a28edd6a,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/1/HL/XWFFRCIJ8QK4NRO30ALA6J.uasset,4554,StaticMeshActor,蓝图 / 数据 / 其他资源,134118722de16cd0aad1727e9d5ef5765851dcb73741df56ea9d52640525d1ff,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/1/WU/NB37RT5Q32Z8MJWD8BD2SO.uasset,3746,TextRenderActor,蓝图 / 数据 / 其他资源,2a950de824d75b53456bc7d5a97876d682d457346f0c68c6813243ae1d20a7ed,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/3/EY/87SHEJN5UBEAN2K5OV1G6R.uasset,3300,VolumetricCloud,蓝图 / 数据 / 其他资源,e4c989858d18a8225c0a5634bd1a3e2231928cb930bc4305409a92515d251718,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/3/M3/7JQC72ZY37QM4IT43WD5CW.uasset,4199,StaticMeshActor,蓝图 / 数据 / 其他资源,ba9d3017df6be4e582425ddff72fa45ad9bda55dd7e77cc2c92b593e102d27e8,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/3/P3/O43ETCZTFMLWWH1CJ941H2.uasset,4259,StaticMeshActor,蓝图 / 数据 / 其他资源,5ded45078856631d1ab8563e6de64aeaa354de6c3090a9097c0df08da0b3d64a,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/4/60/5PI42YRDC8HSSG6BVV2GRR.uasset,4085,StaticMeshActor,蓝图 / 数据 / 其他资源,c51681461cae9d5137ccb3514f07286cc1393f834cd3cd5c0d5ea5b39e0f8e34,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/4/LN/30UBDLYFFA5ZR7U4W4L4GG.uasset,3601,SkyAtmosphere,蓝图 / 数据 / 其他资源,76809e6463a5a473052fd0b06d1eceae7ab76eb26f7838909059e402effa8058,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/4/PN/2QISIGK5DJNQ05US8O8FXW.uasset,5015,StaticMeshActor,蓝图 / 数据 / 其他资源,f0430852d8e1b89c5eed000d70a3ac21911f13f72ea52c27e089ca04977a2327,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/5/11/IM858T68EBXCBX1T2FNR96.uasset,4197,StaticMeshActor,蓝图 / 数据 / 其他资源,e9367a1410959cc3c30689e4f1a54e2480beb1d7184acf9293c175cf5c5cbf31,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/5/7E/BEYC27T14FHBU6LF2F60RR.uasset,4554,StaticMeshActor,蓝图 / 数据 / 其他资源,94ff7ae787a3b54c77cac5b9b0bc6e63e88704c05e469eaa6467e173b366f453,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/5/9Q/U98KGKQ41NJYFOGFQM8ZDY.uasset,4194,StaticMeshActor,蓝图 / 数据 / 其他资源,6592f57fe6d7e5e615ab8c7a20c93075ac6759ff61bb9631a6e057150dcc7d01,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/5/QO/CO9MG7REJF8N8AQFYRCI06.uasset,4257,StaticMeshActor,蓝图 / 数据 / 其他资源,d256685e4d475994d589e81c57494da03f511aec8f3ee42deea129010c26442d,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/5/R1/TS5OQ5CRUWFZYL1ZQ7I416.uasset,4607,DirectionalLight,蓝图 / 数据 / 其他资源,d30d5c252b52b2169f01b26a38034508955b6654e17bd183de37c1e4251f26d4,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/6/CZ/K2YM0JIRZ78IHGM8W2QBAF.uasset,4257,StaticMeshActor,蓝图 / 数据 / 其他资源,1c27b82c8f8251b4fa29871ad8deb3acbfbca13d335a0d24f8931b60520adc7a,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/6/HF/9H7TKAXH9DD8KI3TIXGI2I.uasset,4259,StaticMeshActor,蓝图 / 数据 / 其他资源,d580aff7cb956aba32c784c7563e71957f7c7976a0b3c09e09065cba2547eed5,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/6/IR/OTJMGDDXDV5TI7982YKZ5P.uasset,4106,StaticMeshActor,蓝图 / 数据 / 其他资源,be17e2212a69f713002c39cf3912878074e89845e30a507eaf6c9513061ad274,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/6/J7/N10XDC9G27EMLS5AGZ6AVV.uasset,3378,ExponentialHeightFog,蓝图 / 数据 / 其他资源,23ea0eabd4f255df9b01f2f834dc7589891feee794f84a645840fd999fe75a3d,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/6/NC/UUYHDUFQAXTRRN4RVOPIUF.uasset,4259,StaticMeshActor,蓝图 / 数据 / 其他资源,638d62d85d1622159516e5c0159f80f570ad885fbeeb8b893f2411b2f2bdde2d,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/6/XB/9VVR39MG0K7W5GQIEFE7SO.uasset,4257,StaticMeshActor,蓝图 / 数据 / 其他资源,d330ebe344a1e649be43d4ec4e71d64a24c6b52f0fc7bcd8494a9ecb8f200e7f,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/6/YO/NG2R9BPZVA7ZDN0Z4VSTG6.uasset,4078,StaticMeshActor,蓝图 / 数据 / 其他资源,be2ba318af153ede93f7c33c53223e0d90b793c83c9784da42ad3e63a13cb086,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/8/3J/6B9RJI3FDPCETRKXUXCQ4C.uasset,4196,StaticMeshActor,蓝图 / 数据 / 其他资源,71006f26cfe0506aeeeecbdfedffced344ab428e593e90cc2218cff29db3ed68,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/8/S1/DXUWD12MD3HRWVVXX076BY.uasset,3364,SkyLight,蓝图 / 数据 / 其他资源,191a1915f3861231652ee3f812e823d9d8ed277fb731b08fbe06dca24f3c7696,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/9/U7/H8YL2PPHZPBTI74SUD0RNL.uasset,4083,StaticMeshActor,蓝图 / 数据 / 其他资源,8ff4a036efd96f320e3fc95be2ed683ac0c9d59dc0daf5ebfdb42ef474f68109,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/A/16/Q7Y1URWWFS0TXGWUTO3S61.uasset,4196,StaticMeshActor,蓝图 / 数据 / 其他资源,443747fbdba34da04b17bbd1648c964abfc3583244bc16ebbab8c19716257d8c,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/A/17/6LXV4Y6DE3LUT705XNU4DZ.uasset,4257,StaticMeshActor,蓝图 / 数据 / 其他资源,6166d3ada28b8bb11d7cbda7a72df5f9887539474a0449d8ee711d8b4688b203,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/A/MS/MRHJREJ6H7USQYWF1KO8F6.uasset,4194,StaticMeshActor,蓝图 / 数据 / 其他资源,a8d98b51deae32292cbedeafc780f928e47dcd475ec17ca693950beb7e8ff24c,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/B/4D/BBOCKSZY1GVHTFRX0PR0O8.uasset,4085,StaticMeshActor,蓝图 / 数据 / 其他资源,b7cff00f928e621828cd873a9209692eadd8324381faa6b2313e66fccf0dcd20,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/B/8K/1IKKDYS7RULH8FRYRPPF04.uasset,4259,StaticMeshActor,蓝图 / 数据 / 其他资源,cddf4c8a9e88468b1a88239465441229988346f33489ebecddd232c1418bb39c,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/B/EA/9BWDWCNL7OZT2HTML9LK1Y.uasset,4197,StaticMeshActor,蓝图 / 数据 / 其他资源,c149869feeaf1510b36db936d4d268d656241e7865e9d8095344d1d90307a66d,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/B/FB/8RB55FM1HBEUVO4IOQC4YN.uasset,4143,StaticMeshActor,蓝图 / 数据 / 其他资源,b70581331d652dab7d08a3b4e5642621681db555804f910e407f1544d49a4f20,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/C/QF/BY1DA5CRGQSAMOTK8RA8KR.uasset,3982,StaticMeshActor,蓝图 / 数据 / 其他资源,eccc8898e449e3e69330bceb17d41195d8816f5b24a9fdce9bcbf476e1bbf732,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/C/YT/CQR16QFDKKEYP53M51TV4F.uasset,4085,StaticMeshActor,蓝图 / 数据 / 其他资源,fc5b98e9cb9ae73218875cf46f217a54901e063fb698bdd27d825af1e285e067,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/D/0G/JNKFA4X9LRMSF343ESPF6Q.uasset,4080,StaticMeshActor,蓝图 / 数据 / 其他资源,7035d96cc3a70597a83e4f399c63a197242d0462aab2702d1b36de50aa3ceaf9,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/D/3V/NMHOKL5LGQDOAAG00FUMZR.uasset,4082,StaticMeshActor,蓝图 / 数据 / 其他资源,34376285d84fe6efd6ad47090c47e2af121b7bed865b552dc3a1a9a6be674780,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/D/DE/SWSI13675DVYIZ0N4NF7Y3.uasset,3866,PlayerStart,蓝图 / 数据 / 其他资源,8bb3ad71c6bde272c9bee6d6efea96c59d8d67843548504a9053834f8008d283,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/E/8O/GK06JAEJ82TQ0GA2QB0DJG.uasset,4437,StaticMeshActor,蓝图 / 数据 / 其他资源,6385d971f042b58beeba2f7b67143b118a962b232e9a98b3855b3b75ab901a60,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalActors__/ThirdPerson,Content/__ExternalActors__/ThirdPerson/Maps/ThirdPersonMap/E/FR/LBG6LPN5JCL3FMVSI2CK6R.uasset,2580,WorldPartitionMiniMap,蓝图 / 数据 / 其他资源,cdd4d1f61d282938625bce254ecd9b6dbb344fb5f06c2f92c62b660319ead582,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalObjects__/ThirdPerson,Content/__ExternalObjects__/ThirdPerson/Maps/ThirdPersonMap/4/VW/TY7TSUER9KKGHX2BMKSL0L.uasset,2011,ActorFolder,蓝图 / 数据 / 其他资源,6076afd5293482c4f21d2acdf64fd0ee7f7ae8aa2707d774c567da6d93955b5f,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalObjects__/ThirdPerson,Content/__ExternalObjects__/ThirdPerson/Maps/ThirdPersonMap/6/D8/3MZ6M1DB94VN44C87D65WR.uasset,2009,ActorFolder,蓝图 / 数据 / 其他资源,3c081b40620c055a4bd6ea6e2c0ce918e716ca7fbfc7b18c7da7fab67baf35c9,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalObjects__/ThirdPerson,Content/__ExternalObjects__/ThirdPerson/Maps/ThirdPersonMap/6/TK/PIQ0B2FNWR15P52TECP27A.uasset,2015,ActorFolder,蓝图 / 数据 / 其他资源,26a733d40de95219b8199d92ebc0b3cc7cf2279b21986464a6e79409794a9885,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalObjects__/ThirdPerson,Content/__ExternalObjects__/ThirdPerson/Maps/ThirdPersonMap/9/KN/KHZG97SS6AL73U7AXDWH6J.uasset,2009,ActorFolder,蓝图 / 数据 / 其他资源,e7d797d02a599717e93333da2e58a258b0d604fd90a5f41280094eaa53fb33c3,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalObjects__/ThirdPerson,Content/__ExternalObjects__/ThirdPerson/Maps/ThirdPersonMap/C/7N/FDH7Y28CQFXDK8P6MM1HXM.uasset,2009,ActorFolder,蓝图 / 数据 / 其他资源,1ec31e2e896cceead92cdf08a63ec85f1faa9164ac645ea1b782b2f059db1850,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/__ExternalObjects__/ThirdPerson,Content/__ExternalObjects__/ThirdPerson/Maps/ThirdPersonMap/E/GP/22PD314FCWY4ZK61DE3XZC.uasset,2011,ActorFolder,蓝图 / 数据 / 其他资源,b6b58d9dbbb5a7589b0c439ebcc000fb9a190c3dfb7e703d2985981591471877,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/Assets/Mannequins,Content/Assets/Mannequins/Anims/Death/MM_Death_Back_01.uasset,308710,AnimSequence,角色 / 动作 / 重定向,e28e2366b0d13a9345d9796f4aac941a1db8edacc3a5dfcfd2bbb41d9fa77b16,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/Assets/Mannequins,Content/Assets/Mannequins/Anims/Death/MM_Death_Front_01.uasset,308346,AnimSequence,角色 / 动作 / 重定向,672838ce7b3cb578793a7a7cb30f8796d6d05447e19a1e9896f4f7098ee173ff,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/Assets/Mannequins,Content/Assets/Mannequins/Anims/Death/MM_Death_Front_02.uasset,314581,AnimSequence,角色 / 动作 / 重定向,0dd36024e02e88d7f29a682bc995ef9c018f21623fbae9b5f13d66287bbc1741,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/Assets/Mannequins,Content/Assets/Mannequins/Anims/Death/MM_Death_Front_03.uasset,277308,AnimSequence,角色 / 动作 / 重定向,e185de2793dfeeb71147f634ed6c6a62696f062b5a311d69a1c8c19bf0492941,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/Assets/Mannequins,Content/Assets/Mannequins/Anims/Death/MM_Death_Left_01.uasset,283061,AnimSequence,角色 / 动作 / 重定向,643b1eb5bf869ca2d491465bab8195a4998f098a92e4df4fbed33cbedbc89f9d,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/Assets/Mannequins,Content/Assets/Mannequins/Anims/Death/MM_Death_Right_01.uasset,302169,AnimSequence,角色 / 动作 / 重定向,bd09a0eb6ae43ae1237de17d9eb14d95083c5395896a2aea73c323a4f6237669,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/Assets/Mannequins,Content/Assets/Mannequins/Anims/Pistol/Aim/AO_Pistol.uasset,8720,AimOffsetBlendSpace,蓝图 / 数据 / 其他资源,2ab62ee745671e0487d7b7563b3fc8c37b6d44c51955e82b6e99f102fd7970ce,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/Assets/Mannequins,Content/Assets/Mannequins/Anims/Pistol/Aim/MF_Pistol_Idle_ADS1.uasset,2056283,AnimSequence,角色 / 动作 / 重定向,cb5132741a219fcf630ab55bc78f61f0c4bc3d9d7956d4f8236cc06ea59234e3,"outside conservative runtime, tests and authoring dependency closure",/Game/Assets/Mannequins/Anims/Pistol/Aim/AO_Pistol,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/Assets/Mannequins,Content/Assets/Mannequins/Anims/Pistol/Aim/MF_Pistol_Idle_ADS_AO_CD.uasset,170005,AnimSequence,角色 / 动作 / 重定向,c95115df503b2c4d70ca6239986005d6323ade097f23d888511528b722d72c15,"outside conservative runtime, tests and authoring dependency closure",/Game/Assets/Mannequins/Anims/Pistol/Aim/AO_Pistol,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/Assets/Mannequins,Content/Assets/Mannequins/Anims/Pistol/Aim/MF_Pistol_Idle_ADS_AO_CU.uasset,173074,AnimSequence,角色 / 动作 / 重定向,e2409c193117f83f423fe60df7e1fbc275cfcccf3fb0764c91f5b1c1b9dc23a5,"outside conservative runtime, tests and authoring dependency closure",/Game/Assets/Mannequins/Anims/Pistol/Aim/AO_Pistol,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/Assets/Mannequins,Content/Assets/Mannequins/Anims/Pistol/Jog/MF_Pistol_Jog_Bwd.uasset,364945,AnimSequence,角色 / 动作 / 重定向,065bd6fdefd1c1a8613871cdd654e0edcc6b70e3ba2e77d5f2f46d6cf1b6cfd7,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/Assets/Mannequins,Content/Assets/Mannequins/Anims/Pistol/Jog/MF_Pistol_Jog_Bwd_Left.uasset,255218,AnimSequence,角色 / 动作 / 重定向,fef03ea359c614aa0574fd153d11cae556006df519b35d59778c297d1a96981d,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/Assets/Mannequins,Content/Assets/Mannequins/Anims/Pistol/Jog/MF_Pistol_Jog_Bwd_Right.uasset,255160,AnimSequence,角色 / 动作 / 重定向,32429e1a59104e9fd29a7cfc5f9b300283dc0445fdd6bcb553c36d151443c439,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/Assets/Mannequins,Content/Assets/Mannequins/Anims/Pistol/Jog/MF_Pistol_Jog_Fwd.uasset,432606,AnimSequence,角色 / 动作 / 重定向,a26ee34f195784184b245f8a2c1020005ca3ff55396a5204302b7f725218d94f,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/Assets/Mannequins,Content/Assets/Mannequins/Anims/Pistol/Jog/MF_Pistol_Jog_Fwd_Left.uasset,309176,AnimSequence,角色 / 动作 / 重定向,5d4e1a90c1674cf183c7d6cb10986332fa323c196b5fa94055c024b2393c700f,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/Assets/Mannequins,Content/Assets/Mannequins/Anims/Pistol/Jog/MF_Pistol_Jog_Fwd_Right.uasset,309358,AnimSequence,角色 / 动作 / 重定向,2213347b1b452512953247ed13f0dd503314c8fbb6d17b2f5495f78b3abdecd3,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/Assets/Mannequins,Content/Assets/Mannequins/Anims/Pistol/Jog/MF_Pistol_Jog_Left.uasset,310770,AnimSequence,角色 / 动作 / 重定向,ac148dafe98311787507eb57b5ba5be16aff4de57f211ed5c4df1ab32d515c17,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/Assets/Mannequins,Content/Assets/Mannequins/Anims/Pistol/Jog/MF_Pistol_Jog_Right.uasset,354654,AnimSequence,角色 / 动作 / 重定向,dc71f0bd870fe8b0132cf38d137a89cd6b13c04440d63ca8e3cefb17a2f75954,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/Assets/Mannequins,Content/Assets/Mannequins/Anims/Pistol/Jump/MM_Pistol_Jump_Fall_Loop.uasset,255156,AnimSequence,角色 / 动作 / 重定向,451f3f68edef20abd8f402d88553f9479ddf4ca4ea2857dae387e694b0e1d53f,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/Assets/Mannequins,Content/Assets/Mannequins/Anims/Pistol/Jump/MM_Pistol_Jump_RecoveryAdditive.uasset,268174,AnimSequence,角色 / 动作 / 重定向,24798ac714400800e1768e9beef7a65d4b7e6e23633dc0d2cb4c76b5dd071c91,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
建议删除,Content/Assets/Mannequins,Content/Assets/Mannequins/Anims/Pistol/Jump/MM_Pistol_Jump_Start.uasset,144360,AnimSequence,角色 / 动作 / 重定向,c9244a61ffc65a448bd26645d862e32b759178245968c07cc4f998feffb98012,"outside conservative runtime, tests and authoring dependency closure",,ignored,external local archive + SHA-256 manifest required,中,NO,已删除
